Gr_Liv_Area;Year_Built;Overall_Qual;Foundation;Total_Bsmt_SF;Mas_Vnr_Type;Lot_Area;Garage_Cars;Sale_Price
1374;2004;Good;PConc;384;None;9434;2;170000
1630;2004;Good;PConc;868;BrkFace;7984;2;189500
1419;2002;Very_Good;PConc;408;None;7750;2;184100
1594;2004;Good;PConc;846;None;10125;2;195500
1489;2003;Good;PConc;782;None;8965;2;192000
1342;2003;Good;PConc;698;None;8174;2;178000
1314;2007;Good;PConc;1314;Stone;5063;2;207500
2256;2000;Good;PConc;952;None;8795;2;236000
2004;2002;Very_Good;PConc;870;None;12891;3;257500
2054;2000;Above_Average;PConc;992;BrkFace;12224;2;244000
1374;2004;Good;PConc;384;None;9734;2;167000
1800;2000;Above_Average;PConc;982;BrkFace;8123;2;179000
1514;2000;Above_Average;PConc;794;None;8433;2;190000
1430;1999;Good;PConc;384;None;7750;2;156000
2312;1999;Good;PConc;1177;BrkFace;15896;3;245000
1675;1999;Above_Average;PConc;841;None;24682;2;181000
2060;1999;Good;PConc;992;BrkFace;8755;2;214000
1430;1999;Good;PConc;384;None;7848;2;168000
2365;1999;Very_Good;PConc;1252;BrkFace;9430;3;337000
2794;1995;Very_Good;PConc;1462;BrkFace;15138;3;403000
2687;2000;Very_Good;PConc;1455;BrkFace;12720;3;327000
2450;1998;Very_Good;PConc;1284;BrkFace;16545;3;340000
2612;1998;Very_Good;PConc;1225;BrkFace;12203;3;336000
2344;1996;Good;PConc;1264;BrkFace;10208;3;265000
2063;1994;Very_Good;PConc;2024;BrkFace;10750;3;315000
2646;1993;Good;PConc;1347;BrkFace;9900;3;260000
2061;1995;Good;PConc;1070;BrkFace;9085;2;260000
2232;1993;Very_Good;PConc;1173;BrkFace;11692;2;263550
2448;1994;Very_Good;PConc;1629;BrkFace;46589;3;402000
1850;1994;Good;PConc;973;None;29959;2;248000
1468;2008;Very_Good;PConc;1468;Stone;9612;3;244600
1696;2008;Very_Good;PConc;1696;Stone;11194;3;275000
1658;2008;Very_Good;PConc;1614;BrkFace;10206;3;257500
1578;2008;Very_Good;PConc;1573;Stone;9262;3;287090
1702;2007;Very_Good;PConc;1702;Stone;10130;3;275500
1432;2006;Very_Good;PConc;1422;Stone;9139;2;245000
1971;2005;Good;PConc;1113;None;9675;2;253000
2490;2005;Excellent;PConc;2458;Stone;11128;3;468000
1852;2009;Good;PConc;900;None;8640;2;252678
1590;2008;Very_Good;PConc;768;None;9000;2;210000
1218;2009;Above_Average;PConc;1218;None;7862;2;208300
1436;2008;Good;PConc;1436;None;7993;2;225000
1314;2009;Very_Good;PConc;1300;Stone;8640;2;229456
1402;2008;Good;PConc;1402;None;8640;2;229800
1530;2007;Excellent;PConc;1530;Stone;12606;3;250000
1766;2009;Excellent;PConc;1766;Stone;9187;3;370878
1448;2006;Very_Good;PConc;1372;Stone;7500;2;238500
2007;2008;Very_Excellent;PConc;1017;Stone;11003;3;310000
1795;2006;Very_Good;PConc;900;Stone;10603;3;270000
1953;2005;Very_Good;PConc;1082;None;10574;3;252000
1550;2006;Good;PConc;1092;Stone;8125;2;241000
1836;2008;Very_Good;PConc;1836;BrkFace;8125;2;264500
1662;2006;Good;PConc;1652;None;10625;3;291000
2094;2003;Good;PConc;912;None;9375;2;263000
1221;2004;Good;PConc;1221;None;7500;2;185000
1553;2003;Good;PConc;1553;None;8736;2;234500
1653;2003;Good;PConc;812;None;8127;2;209000
1218;2007;Good;PConc;1218;None;9605;2;159000
1141;2006;Good;PConc;1141;None;7500;2;152000
1158;2004;Above_Average;PConc;1158;None;7500;0;143500
1812;2004;Good;PConc;835;None;10628;2;193000
1512;2004;Very_Good;PConc;1512;BrkFace;10141;3;203000
1200;2003;Good;PConc;1176;None;10083;2;184900
1114;2004;Good;PConc;1114;None;13072;2;159000
1114;2004;Average;PConc;1114;None;13072;0;142000
1114;2003;Average;PConc;1114;None;12450;2;153000
1450;2008;Good;PConc;1450;BrkFace;7328;3;224243
2122;1996;Good;PConc;913;BrkFace;11492;2;220000
1844;2005;Very_Good;PConc;1844;Stone;10994;2;257000
1434;2001;Good;PConc;1454;None;8529;2;189000
1730;1992;Above_Average;PConc;816;None;7703;2;171500
1217;1980;Above_Average;CBlock;626;None;10762;1;120000
1332;1990;Above_Average;PConc;1332;None;7175;2;145000
1540;1994;Good;PConc;754;None;9109;2;184000
1400;1986;Above_Average;CBlock;676;BrkFace;10274;2;162000
1882;1981;Above_Average;Slab;0;None;8250;2;160000
841;1950;Below_Average;CBlock;721;None;8400;1;82000
784;1928;Above_Average;BrkTil;784;None;9000;2;76000
980;1962;Average;CBlock;980;None;9750;2;110000
980;1977;Average;CBlock;980;BrkFace;7064;2;135000
864;1961;Average;CBlock;864;None;8499;2;141000
864;1961;Average;CBlock;864;None;9079;1;122000
1020;1965;Average;CBlock;1024;None;9316;1;124100
912;1963;Average;CBlock;912;None;7791;1;129000
1144;1961;Average;CBlock;864;None;10000;1;131400
864;1965;Average;CBlock;864;None;8281;1;62383
912;1962;Average;CBlock;912;BrkFace;7150;1;123000
2014;1980;Very_Good;CBlock;2014;BrkFace;15676;3;275000
1755;1991;Good;PConc;975;BrkFace;11949;2;235000
3005;2004;Good;PConc;1376;None;2880;3;280750
1224;2009;Above_Average;PConc;612;Stone;3951;2;164500
1224;2009;Above_Average;PConc;612;Stone;3000;2;173733
1726;2008;Above_Average;PConc;1726;Stone;3830;2;222000
1256;2008;Above_Average;PConc;1145;Stone;4217;2;195000
1471;1999;Above_Average;PConc;729;BrkFace;3230;2;172500
1512;2000;Above_Average;PConc;756;BrkFace;2998;2;180000
1452;1999;Good;PConc;691;BrkFace;3768;2;156000
1739;1999;Very_Good;PConc;970;BrkFace;2645;2;172500
1694;1977;Very_Good;CBlock;1694;BrkFace;14694;2;318750
1226;1981;Very_Good;CBlock;1226;None;3782;2;211500
1740;1981;Good;CBlock;1740;None;15417;2;241600
2499;1976;Very_Good;CBlock;392;BrkFace;9600;2;180500
1620;1976;Below_Average;CBlock;1281;None;9991;2;150000
1556;1968;Above_Average;CBlock;727;None;11700;2;154000
1442;1970;Above_Average;CBlock;1442;BrkFace;11717;2;185000
1489;1968;Above_Average;CBlock;1489;None;9156;2;185750
2090;1973;Good;CBlock;1107;Stone;10382;2;200000
2067;1974;Good;CBlock;752;None;12732;2;206000
1395;1972;Above_Average;CBlock;723;None;12936;2;162000
2640;1967;Above_Average;PConc;932;BrkFace;10400;2;256900
1724;1967;Above_Average;CBlock;1680;BrkFace;17871;2;197900
1336;1969;Average;CBlock;1288;BrkFace;9600;2;163000
1216;1969;Above_Average;CBlock;1216;BrkFace;9000;1;113000
2288;1977;Good;PConc;908;BrkFace;13774;2;230000
1334;1977;Above_Average;CBlock;1350;BrkFace;9650;2;167900
1680;1998;Good;PConc;1650;None;10140;2;213250
1665;2001;Very_Good;PConc;810;None;8400;2;227000
864;1967;Average;PConc;864;None;7130;1;130000
1568;1967;Average;CBlock;1568;None;9600;2;143000
925;1965;Average;CBlock;925;None;9100;1;117500
2061;1974;Good;CBlock;1165;BrkFace;9600;2;168500
1320;1971;Above_Average;CBlock;1232;BrkFace;16500;2;172500
1342;1967;Above_Average;CBlock;1372;None;9790;2;161500
894;1960;Below_Average;CBlock;894;None;7436;2;141500
864;1959;Average;CBlock;864;None;8125;1;118000
864;1959;Above_Average;CBlock;864;None;9100;1;127500
1362;1957;Below_Average;CBlock;1040;BrkFace;9450;3;140000
1728;1956;Average;CBlock;1048;BrkFace;13495;2;177625
1776;1958;Average;CBlock;1584;BrkFace;11475;3;110000
1516;1964;Above_Average;CBlock;1516;BrkFace;10004;2;167000
1313;1961;Average;CBlock;1313;BrkFace;9350;2;153000
1292;1964;Average;CBlock;1292;Stone;10500;2;145100
1154;1966;Average;CBlock;1154;BrkFace;11000;2;154000
2140;1965;Average;CBlock;744;None;8970;2;177500
1445;1964;Above_Average;CBlock;1127;BrkFace;12095;2;158000
1041;1959;Average;CBlock;1041;BrkFace;9600;1;124500
1576;1961;Above_Average;CBlock;1208;BrkFace;11475;2;174500
960;1955;Average;CBlock;960;None;9768;1;122000
708;1940;Below_Average;CBlock;420;None;5330;0;82500
1203;1950;Average;CBlock;709;BrkCmn;7015;1;110000
1505;1953;Above_Average;CBlock;1505;BrkFace;12160;2;149500
1691;1967;Above_Average;CBlock;1680;None;9900;2;175000
1644;1953;Above_Average;CBlock;1416;Stone;9600;2;167000
1050;1956;Average;CBlock;1050;None;9600;1;128900
1668;1950;Above_Average;CBlock;856;None;9600;1;140000
1113;1950;Average;CBlock;1113;None;9600;1;147000
1584;1967;Average;CBlock;1584;None;8944;3;124000
1453;1961;Above_Average;CBlock;1453;BrkFace;10573;2;187500
1394;1963;Above_Average;CBlock;1394;BrkFace;9500;2;159000
1567;1966;Above_Average;CBlock;1562;BrkFace;14695;2;256000
1986;1965;Good;CBlock;768;BrkFace;13600;2;205000
2142;1968;Above_Average;CBlock;896;BrkFace;13000;1;193500
1392;1968;Above_Average;CBlock;1392;BrkFace;13560;2;110000
1738;1920;Below_Average;BrkTil;715;None;12513;1;104900
1144;1956;Average;CBlock;1169;BrkFace;8760;1;150000
1478;1957;Above_Average;CBlock;1478;None;8400;2;156500
1329;1960;Good;CBlock;1329;BrkFace;12285;2;176000
988;1959;Above_Average;CBlock;988;None;9240;1;149500
1632;1958;Above_Average;CBlock;1240;BrkCmn;9600;1;139000
1215;1958;Above_Average;CBlock;1215;BrkFace;12400;1;155000
1202;1956;Average;CBlock;1202;None;8750;1;120000
1382;1955;Average;CBlock;1382;None;8750;1;153000
1200;1956;Below_Average;CBlock;1200;None;10400;1;144000
1382;1962;Above_Average;CBlock;1362;BrkFace;19296;2;176000
1297;1954;Average;CBlock;1297;BrkFace;8532;2;153000
1866;1958;Average;PConc;1866;BrkFace;9482;2;135000
1062;1954;Above_Average;CBlock;1062;BrkFace;8128;1;131000
1319;1953;Average;PConc;608;None;10634;1;123000
1112;1951;Average;CBlock;631;None;13070;2;126000
1005;1955;Below_Average;CBlock;1005;None;10434;2;115000
1363;1951;Average;CBlock;1008;BrkCmn;14559;1;164900
793;1945;Average;CBlock;793;None;8480;1;113000
1031;1952;Average;CBlock;1031;None;7626;1;145500
1210;1953;Average;Slab;0;BrkFace;9533;1;102900
1699;1900;Fair;CBlock;978;None;10615;2;95000
1527;1948;Good;CBlock;699;None;11419;2;152500
1200;1950;Average;CBlock;1200;None;9600;1;129900
972;1948;Above_Average;CBlock;972;None;8000;1;132000
792;1958;Fair;CBlock;792;None;5470;1;99900
1656;1916;Average;CBlock;660;None;10410;1;135000
1352;1939;Average;BrkTil;676;None;10800;2;149000
1039;1900;Below_Average;BrkTil;405;None;8146;1;114000
792;1924;Average;BrkTil;768;None;9022;1;109500
1078;1925;Average;BrkTil;1054;None;10230;1;125000
2377;1915;Below_Average;BrkTil;1313;None;10410;2;142900
1690;1910;Good;PConc;560;None;7200;2;156500
599;1940;Poor;PConc;416;None;5400;0;59000
1374;1920;Below_Average;PConc;840;None;5400;1;105000
846;1920;Average;BrkTil;720;None;10800;2;106000
725;1890;Fair;BrkTil;630;None;10800;1;78500
2544;1969;Above_Average;CBlock;1248;Stone;9671;3;190000
1380;1963;Above_Average;CBlock;1380;BrkFace;10143;1;154000
1040;1967;Above_Average;CBlock;1040;None;11500;2;163000
2634;1969;Average;CBlock;1248;BrkFace;11643;4;200000
951;1958;Above_Average;CBlock;951;None;8010;2;143500
1105;1957;Above_Average;CBlock;1105;Stone;10454;1;135000
1306;1957;Average;CBlock;992;None;8712;1;153000
1478;1960;Above_Average;CBlock;1478;BrkFace;17600;2;157500
1142;1958;Above_Average;CBlock;160;BrkFace;9000;1;113500
1268;1949;Average;CBlock;832;None;12144;1;133000
1040;1950;Fair;Slab;0;None;8544;2;92900
1133;1950;Above_Average;CBlock;795;None;8064;2;128500
1040;1949;Below_Average;Slab;0;None;7200;2;90000
1904;1950;Average;CBlock;1208;None;7200;1;138000
1041;1958;Average;CBlock;1041;None;7350;1;128000
1339;1958;Average;CBlock;1029;None;7560;1;139000
732;1952;Average;CBlock;732;None;7200;1;118900
1183;1959;Average;CBlock;528;None;8000;1;138000
1148;1959;Average;CBlock;1148;None;7931;1;132500
1461;1949;Below_Average;CBlock;832;None;10800;1;133500
1495;1948;Above_Average;CBlock;864;None;8064;2;135000
1806;1964;Above_Average;CBlock;780;BrkFace;7570;2;144750
941;1978;Average;CBlock;941;BrkFace;8604;2;145000
1045;1963;Above_Average;CBlock;1045;None;7936;1;127000
894;1962;Average;CBlock;894;None;6600;1;109500
1224;1926;Above_Average;CBlock;818;None;3950;1;115000
1230;1910;Average;PConc;440;None;10440;2;110000
1378;1935;Above_Average;PConc;901;None;4080;1;128900
1944;1910;Above_Average;CBlock;972;None;10307;2;103500
1131;1941;Average;CBlock;676;None;5720;1;66500
1306;1910;Average;CBlock;240;None;15660;2;130000
1464;1910;Average;CBlock;504;None;9900;0;129000
1558;1939;Average;BrkTil;690;None;6406;2;150000
2372;1892;Average;Stone;994;None;6600;1;107500
1701;1920;Below_Average;BrkTil;600;None;7627;0;94550
1960;1952;Average;CBlock;960;BrkFace;7596;2;124500
1389;1946;Good;CBlock;651;None;3378;1;135000
1447;1910;Average;BrkTil;801;None;10134;0;103000
936;1953;Below_Average;CBlock;936;None;6000;2;93000
1328;1950;Average;CBlock;768;None;6000;1;129500
1387;1954;Average;CBlock;811;None;6000;1;93000
861;1920;Below_Average;BrkTil;861;None;7404;2;80000
612;1940;Poor;BrkTil;0;None;5925;1;45000
968;1910;Fair;BrkTil;600;None;5925;0;37900
886;1938;Average;BrkTil;190;None;5784;1;91300
792;1923;Average;PConc;624;None;8520;1;99500
1452;1920;Below_Average;BrkTil;736;None;4456;0;113000
1510;1910;Below_Average;BrkTil;677;None;9600;2;87500
1284;1947;Average;CBlock;720;None;3500;1;110000
2138;1898;Average;PConc;849;None;8100;2;106000
2640;1880;Good;Stone;1240;None;11700;4;265979
2007;1900;Above_Average;BrkTil;917;None;8400;1;160000
1288;1917;Above_Average;BrkTil;624;None;3600;1;119000
1742;1882;Very_Good;BrkTil;916;None;17671;2;168000
816;1910;Below_Average;BrkTil;624;None;3300;0;58500
1482;1920;Good;PConc;650;None;9000;2;143000
1022;1910;Average;BrkTil;1022;None;7200;1;85000
1869;1890;Average;BrkTil;1088;None;8820;2;124900
1480;1920;Above_Average;BrkTil;972;None;5400;1;119000
1521;1910;Above_Average;PConc;741;None;9720;3;146500
720;1920;Below_Average;CBlock;720;None;7879;0;34900
797;1900;Fair;CBlock;245;None;9392;0;44000
1576;1923;Average;CBlock;1324;None;21384;2;223500
1432;1923;Above_Average;BrkTil;1022;None;6615;1;149000
1548;1925;Good;BrkTil;952;None;7264;2;205000
1654;1930;Average;CBlock;297;None;4960;1;137000
952;1916;Above_Average;BrkTil;952;None;8854;1;121000
1324;1936;Below_Average;BrkTil;672;None;6000;1;128000
1176;1937;Above_Average;BrkTil;698;None;6000;2;134900
1348;1925;Average;BrkTil;884;None;6000;1;117000
1412;1939;Above_Average;CBlock;780;None;6000;1;132500
1142;1924;Average;BrkTil;468;BrkFace;6000;1;93000
904;1926;Above_Average;PConc;884;None;6000;1;119000
1301;1924;Average;PConc;1145;None;6911;2;100000
1539;1936;Average;BrkTil;927;None;6120;2;141500
1573;1935;Below_Average;BrkTil;884;None;6120;1;133000
800;1936;Poor;BrkTil;264;None;6120;0;60000
875;1931;Average;BrkTil;715;None;6120;1;105000
995;1925;Average;BrkTil;960;None;6120;1;115000
1582;1938;Average;BrkTil;952;None;6120;1;150000
1072;1925;Average;BrkTil;1072;None;8635;5;126500
2134;1916;Above_Average;BrkTil;844;None;11888;2;214500
2019;1910;Good;BrkTil;728;None;11414;2;167500
1768;1915;Above_Average;PConc;1048;None;8094;2;155000
1826;1915;Good;PConc;910;None;2500;1;155000
1944;1915;Good;BrkTil;672;None;9928;1;179900
2229;1912;Above_Average;CBlock;755;None;5520;0;104000
2128;1922;Average;BrkTil;1040;None;3000;0;62500
1930;1927;Above_Average;CBlock;720;None;6876;1;149000
1208;1925;Below_Average;CBlock;780;None;6240;2;103000
1427;1915;Above_Average;BrkTil;483;None;5775;1;123000
1864;1902;Good;BrkTil;1020;Stone;5852;0;97500
1666;1927;Above_Average;BrkTil;1204;None;5160;1;135000
892;1923;Below_Average;PConc;858;None;5160;0;70000
1403;1915;Above_Average;CBlock;698;None;10320;1;116000
704;1946;Below_Average;CBlock;560;None;4280;1;88750
1200;1987;Average;CBlock;1200;None;10800;0;179000
1200;1987;Average;CBlock;1200;None;10800;0;179000
1152;1978;Average;PConc;1152;None;10547;1;159900
904;1922;Very_Poor;BrkTil;683;None;10020;0;61000
1369;1925;Above_Average;BrkTil;672;None;6629;1;103600
1112;1934;Average;PConc;585;None;9780;1;63000
1464;1963;Average;CBlock;520;None;12886;2;175000
1121;1963;Average;PConc;1121;None;8816;2;139000
1683;1978;Above_Average;CBlock;918;BrkFace;11184;2;172500
1052;1967;Average;CBlock;1052;BrkFace;11625;1;113500
899;1967;Average;PConc;864;BrkFace;7800;1;130000
1034;1978;Above_Average;CBlock;456;BrkFace;8014;2;149900
858;1982;Average;CBlock;858;None;7252;2;134900
860;1982;Average;CBlock;840;None;8740;2;137000
1092;1962;Average;CBlock;1092;BrkFace;11616;1;139000
1774;1961;Average;CBlock;552;None;15400;1;165000
1138;1960;Above_Average;CBlock;1138;BrkFace;15312;2;148000
2071;1956;Average;CBlock;825;BrkFace;15584;1;165000
660;1947;Poor;Slab;0;None;9000;0;63900
1788;1957;Below_Average;CBlock;1104;None;11250;1;161500
1473;1968;Average;CBlock;1437;None;25095;1;143000
1229;1956;Below_Average;CBlock;1134;None;17140;1;135000
861;1940;Below_Average;CBlock;861;None;12342;2;82500
1867;1955;Average;CBlock;1617;None;10708;1;190000
1733;1955;Fair;Slab;0;None;13680;2;139600
1383;1954;Below_Average;CBlock;0;None;15635;2;122000
1689;1956;Above_Average;CBlock;1436;None;9855;2;127500
1073;1956;Average;CBlock;1073;None;9571;1;121500
1276;1958;Average;CBlock;1276;None;9571;1;60000
1639;1946;Above_Average;CBlock;747;None;9350;1;154400
672;1941;Below_Average;CBlock;672;None;9340;1;113000
1089;1954;Average;CBlock;1089;None;7440;1;125000
845;1957;Below_Average;Slab;0;None;11500;1;84000
1049;1984;Average;CBlock;1049;BrkFace;4235;1;139500
1716;1949;Average;CBlock;768;None;11409;1;131000
1258;1939;Above_Average;BrkTil;560;None;9060;1;105000
1510;1940;Below_Average;CBlock;755;None;9084;1;108000
1061;1990;Good;PConc;1054;None;10778;2;162000
1338;1983;Above_Average;CBlock;520;BrkFace;19255;2;156500
2132;1983;Very_Good;CBlock;1496;None;12327;2;316600
2196;1990;Good;CBlock;2158;BrkFace;14684;3;271900
1775;1993;Good;PConc;740;BrkFace;9317;2;213000
1879;1993;Good;PConc;1079;None;10560;2;239900
2020;1995;Very_Good;PConc;1128;None;9828;2;239500
2016;1880;Average;PConc;0;None;26400;2;131000
1535;1979;Average;Slab;0;None;7018;2;118964
1224;1979;Average;CBlock;1086;Stone;7018;2;153337
2228;1979;Average;Slab;0;None;7018;2;147983
1535;1979;Average;Slab;0;None;7018;2;118858
1535;1979;Average;Slab;0;None;7018;2;118858
2240;1979;Average;Slab;0;None;7018;2;142953
1229;1979;Average;CBlock;1094;BrkFace;7040;2;148325
1513;1979;Average;Slab;0;None;7007;2;113722
2787;2000;Good;PConc;1168;BrkFace;11855;4;269500
2787;2000;Good;PConc;1168;BrkFace;7939;4;269500
2787;2000;Good;PConc;1168;BrkFace;7976;4;269500
1680;2009;Excellent;PConc;1555;Stone;10933;3;323262
1718;2007;Very_Good;PConc;1705;Stone;10637;3;297000
1630;2008;Very_Good;PConc;1622;Stone;10226;3;295493
1720;2008;Excellent;PConc;1720;Stone;10816;3;332000
1468;2008;Very_Good;PConc;1468;None;9178;3;239900
1768;2007;Very_Good;PConc;866;None;10769;2;212000
1838;2007;Very_Good;PConc;1838;Stone;11422;2;272500
1800;2007;Excellent;PConc;1800;None;11923;2;239000
1604;2006;Good;PConc;1604;Stone;8814;2;220000
1290;2007;Good;PConc;1282;None;6762;2;200000
1254;2008;Very_Good;PConc;1254;BrkFace;10324;3;221800
1232;2007;Good;PConc;1232;Stone;7314;2;194500
1498;2005;Very_Good;PConc;1498;Stone;11645;3;237000
1422;2005;Above_Average;PConc;704;None;11646;2;173000
1644;1989;Good;PConc;1518;BrkFace;12800;2;275000
1759;1992;Good;PConc;1449;None;16698;2;233500
2126;1967;Average;PConc;1013;None;28698;2;185000
1040;1996;Average;PConc;1040;None;12464;2;152000
990;1994;Average;PConc;990;None;9757;1;143000
1764;1997;Above_Average;PConc;928;None;15426;2;231500
1661;1996;Good;PConc;799;None;10667;2;212000
1463;1998;Good;PConc;1463;None;14753;2;207000
1097;1994;Average;PConc;1097;None;10859;2;145000
990;1994;Average;PConc;990;None;8072;2;138000
1779;1998;Good;PConc;866;None;10400;2;197900
1501;1999;Good;PConc;1490;BrkFace;10335;2;204000
1431;1999;Good;PConc;1431;None;9017;2;192000
1772;1998;Above_Average;PConc;928;BrkFace;8750;2;200000
1660;2002;Good;PConc;831;BrkFace;8935;2;195000
1573;2002;Good;PConc;1573;BrkFace;9808;2;227000
1840;2001;Good;PConc;944;None;12420;2;230000
1430;2001;Good;PConc;1413;None;16285;2;187100
1444;2002;Good;PConc;1431;BrkFace;10739;2;203000
1492;2001;Good;PConc;1492;BrkFace;11166;2;201000
1040;1978;Average;CBlock;1040;BrkFace;8430;0;124000
907;1978;Average;BrkTil;907;BrkFace;16269;1;140000
914;1979;Average;CBlock;914;BrkFace;6950;2;134900
1040;1977;Average;CBlock;1040;None;8800;2;150500
864;1978;Average;CBlock;864;BrkFace;7000;1;136500
1268;1977;Average;CBlock;1268;None;9286;1;143500
864;1972;Average;CBlock;864;None;15523;1;133500
894;1972;Average;CBlock;894;None;7200;2;123000
768;1972;Average;CBlock;768;None;7200;1;133900
768;1972;Average;CBlock;768;None;8445;2;133000
1611;2002;Good;PConc;1569;None;11664;3;250000
2184;2003;Very_Good;PConc;1068;BrkFace;12334;2;254750
1788;2001;Very_Good;PConc;1753;None;11838;2;236500
1872;2001;Very_Good;PConc;1299;BrkFace;11885;2;261500
2153;2000;Excellent;PConc;1440;BrkFace;11050;3;313000
1725;2002;Good;PConc;840;None;8749;2;198500
1870;2001;Good;PConc;944;None;11250;2;211000
1513;1999;Very_Good;PConc;1462;BrkFace;15750;2;220000
1504;1996;Good;PConc;1504;BrkFace;11883;2;203000
1828;2002;Very_Good;PConc;1822;BrkFace;12782;2;279500
1417;1997;Good;PConc;1417;BrkFace;8750;2;210000
2034;1997;Good;PConc;1057;BrkFace;9375;2;219500
1716;1996;Good;PConc;880;None;8750;2;191000
1212;2001;Good;PConc;1212;None;9100;2;178000
1630;2000;Good;PConc;1630;BrkFace;9750;2;213000
848;2003;Above_Average;PConc;848;BrkFace;4435;2;144000
848;2003;Above_Average;PConc;848;BrkFace;4435;2;140000
1602;2007;Very_Good;PConc;1578;BrkFace;10200;3;293200
1728;2004;Good;PConc;864;None;9313;2;190000
1500;2004;Good;PConc;1500;BrkFace;8487;2;190000
1476;2005;Above_Average;PConc;738;None;8633;2;173500
1396;2007;Above_Average;PConc;608;None;11069;2;170000
1126;1949;Below_Average;CBlock;0;None;8777;2;108000
1486;1964;Average;PConc;1486;None;9937;2;167000
816;1938;Below_Average;CBlock;816;None;8877;1;100000
1922;2003;Good;Slab;0;BrkFace;7301;2;198500
1426;1977;Above_Average;CBlock;690;BrkFace;7950;2;159500
1149;1960;Below_Average;CBlock;1014;None;10682;1;127000
1125;1976;Above_Average;CBlock;1041;BrkFace;7200;1;125000
1698;2007;Excellent;PConc;1698;Stone;13286;3;320000
1072;2005;Above_Average;Wood;547;BrkFace;3675;2;145500
698;1947;Average;CBlock;698;None;9405;0;118000
876;1959;Below_Average;CBlock;876;None;6410;1;85000
1368;1950;Average;CBlock;1078;None;11767;1;120000
1529;1945;Below_Average;Slab;0;None;8405;1;98000
864;1922;Average;PConc;864;None;4060;0;99900
944;1952;Fair;Slab;0;None;10206;2;82000
1678;1959;Average;CBlock;1678;BrkFace;10926;0;119900
1560;1956;Average;CBlock;1150;BrkFace;11767;1;103500
960;1956;Below_Average;CBlock;672;None;8926;1;112000
1196;1920;Above_Average;BrkTil;684;None;12354;2;110000
1298;1941;Average;CBlock;720;None;8212;1;122000
1604;1941;Average;CBlock;984;None;10998;2;117000
1268;1938;Average;PConc;832;BrkFace;6300;1;160000
1520;1932;Average;BrkTil;793;None;4500;1;159434
438;1920;Poor;CBlock;290;None;8400;1;60000
1489;1940;Above_Average;BrkTil;778;None;9900;1;139500
3082;1920;Good;BrkTil;824;None;15863;2;197000
1242;1935;Above_Average;BrkTil;583;None;5707;1;105000
1981;1928;Below_Average;BrkTil;1122;None;7804;2;135000
1232;1916;Above_Average;BrkTil;816;None;8574;2;147500
1608;1925;Above_Average;BrkTil;976;None;6171;1;137450
1135;1936;Good;PConc;560;None;7200;2;155000
1913;1928;Above_Average;BrkTil;896;None;7558;2;177000
1477;1928;Good;BrkTil;861;None;6292;1;145000
1228;1918;Good;BrkTil;600;None;7155;1;137000
2080;1926;Good;BrkTil;1276;None;10918;1;234000
1567;1940;Average;CBlock;840;None;13680;2;205000
1494;1942;Above_Average;CBlock;771;None;7500;1;177500
1308;1940;Average;BrkTil;728;None;9600;1;160000
1273;1960;Average;CBlock;1273;None;14680;1;155000
964;1921;Average;BrkTil;876;None;13360;2;163500
1343;1921;Average;BrkTil;731;None;7681;1;154900
2480;1940;Good;BrkTil;920;None;8145;2;205000
1112;1954;Average;BrkTil;1112;None;9100;1;144800
1564;1941;Good;CBlock;704;None;12000;1;174500
1561;1960;Above_Average;CBlock;1561;Stone;13339;2;193000
1523;1949;Average;BrkTil;1067;None;15600;1;158000
1152;1950;Above_Average;CBlock;1092;None;14000;1;158500
1906;1954;Above_Average;PConc;1310;Stone;17500;2;224000
1032;1980;Above_Average;CBlock;516;None;1733;2;115000
1229;1980;Above_Average;CBlock;561;None;1488;2;137000
1229;1980;Above_Average;CBlock;561;None;1612;2;121000
1229;1980;Above_Average;CBlock;561;None;1300;2;124000
1982;1986;Above_Average;CBlock;572;BrkFace;13607;2;208000
2365;1971;Good;CBlock;1803;None;17597;2;315000
1680;1988;Above_Average;CBlock;880;BrkFace;21695;2;222000
1344;1920;Average;CBlock;672;None;10690;1;147000
2168;1900;Average;BrkTil;760;None;8660;2;123000
1192;1920;Average;PConc;596;None;6402;1;78000
1526;1915;Fair;CBlock;1013;None;8470;0;85000
572;1925;Below_Average;BrkTil;572;None;10200;1;75000
1648;2007;Very_Good;PConc;1596;Stone;3843;2;230000
810;1910;Poor;CBlock;0;None;21780;1;57625
2052;2000;Very_Good;PConc;1107;None;10125;3;251000
2149;2003;Good;PConc;1434;None;12822;2;239686
1710;2004;Good;PConc;1710;Stone;12118;2;240000
1961;2001;Above_Average;PConc;804;None;12209;2;215000
926;1977;Above_Average;CBlock;902;None;9750;1;156450
1287;1977;Above_Average;CBlock;957;None;9360;2;173000
1734;1977;Average;CBlock;0;None;10125;2;126000
1217;1990;Good;PConc;1188;None;9947;2;173000
1595;1991;Average;PConc;1582;None;11070;2;152000
1344;1958;Above_Average;CBlock;819;BrkFace;14375;2;137500
2036;1965;Good;CBlock;2136;None;215245;2;375000
1620;2007;Excellent;PConc;1620;Stone;12898;3;315500
1692;2009;Good;PConc;846;None;13159;2;224500
2036;2008;Excellent;CBlock;2190;Stone;13438;3;410000
1641;2008;Excellent;PConc;1641;BrkFace;14463;3;316500
1466;2007;Very_Good;PConc;1466;None;8925;3;201000
